scorer,DLC_resnet50_openfieldOct30shuffle1_6000,DLC_resnet50_openfieldOct30shuffle1_6000,DLC_resnet50_openfieldOct30shuffle1_6000,DLC_resnet50_openfieldOct30shuffle1_6000,DLC_resnet50_openfieldOct30shuffle1_6000,DLC_resnet50_openfieldOct30shuffle1_6000,DLC_resnet50_openfieldOct30shuffle1_6000,DLC_resnet50_openfieldOct30shuffle1_6000,DLC_resnet50_openfieldOct30shuffle1_6000,DLC_resnet50_openfieldOct30shuffle1_6000,DLC_resnet50_openfieldOct30shuffle1_6000,DLC_resnet50_openfieldOct30shuffle1_6000
27,94.2735595703125,69.78558349609375,0.9784534573554993,100.6641845703125,87.45232391357422,0.9884283542633057,107.51708984375,70.77690124511719,0.9872139096260071,186.1516876220703,135.7920379638672,0.971552312374115
28,94.37301635742188,71.41925048828125,0.9768639802932739,100.84489440917969,90.3272705078125,0.9884026050567627,108.0379638671875,72.37065124511719,0.9848690032958984,188.2948455810547,138.0411376953125,0.9744951725006104
29,94.65254211425781,72.34783172607422,0.9727358818054199,97.16073608398438,89.34722900390625,0.9861611127853394,108.29911804199219,73.21560668945312,0.98070228099823,191.61874389648438,137.13922119140625,0.9871764183044434
30,96.26582336425781,73.6226577758789,0.9613871574401855,99.0873031616211,91.97991180419922,0.9896343946456909,109.1071548461914,74.18968963623047,0.9683845043182373,193.45521545410156,136.89231872558594,0.9888590574264526
31,98.74506378173828,79.10760498046875,0.9693942070007324,99.90007019042969,94.19752502441406,0.9900503158569336,107.71915435791016,74.46053314208984,0.9684399962425232,195.13414001464844,136.4459228515625,0.9890151023864746
32,98.75882720947266,80.06779479980469,0.9770103693008423,100.64347839355469,95.13829040527344,0.9891500473022461,107.473388671875,75.1574935913086,0.9680702686309814,197.6483917236328,135.03135681152344,0.9894154071807861
33,99.71390533447266,79.71540069580078,0.9769773483276367,101.56632995605469,95.46681213378906,0.9873977899551392,108.0538330078125,75.2494888305664,0.9656494855880737,199.7896270751953,132.9375457763672,0.9862674474716187
34,100.30857849121094,81.46176147460938,0.9819238185882568,102.97551727294922,96.49900817871094,0.9835835099220276,108.3038101196289,76.31653594970703,0.9663066864013672,200.75123596191406,129.97125244140625,0.9757645130157471
35,98.4944076538086,83.37240600585938,0.9853168725967407,102.10136413574219,97.75189208984375,0.9837230443954468,107.42664337158203,80.73526763916016,0.9742488265037537,201.0626220703125,127.00267791748047,0.9479037523269653
36,98.35761260986328,82.81561279296875,0.9852864742279053,101.78351593017578,97.61507415771484,0.9847266674041748,107.26837921142578,80.62902069091797,0.9755384922027588,203.6802215576172,125.77688598632812,0.9728035926818848
37,98.35131072998047,81.92854309082031,0.9837484359741211,101.248046875,96.91970825195312,0.9865068793296814,107.09758758544922,76.27986907958984,0.9761604070663452,205.64329528808594,124.28670501708984,0.9802132844924927
38,98.24557495117188,82.65264892578125,0.9845657348632812,101.27120208740234,96.93548583984375,0.9867985248565674,106.77146911621094,76.11187744140625,0.9774043560028076,207.02957153320312,123.18310546875,0.9847225546836853
39,97.28923797607422,83.47013092041016,0.9835828542709351,99.91700744628906,97.0023422241211,0.9876370429992676,105.43280792236328,79.21786499023438,0.9811739325523376,209.12071228027344,121.51168060302734,0.9937982559204102
40,97.3797836303711,82.88862609863281,0.9838511943817139,99.90251922607422,96.11133575439453,0.988655149936676,105.54151916503906,75.77540588378906,0.9811182022094727,209.6411895751953,119.0584945678711,0.9964278936386108
41,97.72511291503906,82.1891098022461,0.9850612282752991,100.58794403076172,95.15687561035156,0.989452600479126,105.69781494140625,75.38500213623047,0.9798485040664673,210.81246948242188,114.24935913085938,0.9956114292144775
42,98.28691864013672,81.41690826416016,0.9870983958244324,102.5861587524414,94.40058898925781,0.9882058501243591,106.70465087890625,75.12919616699219,0.9752408266067505,213.39654541015625,110.7735595703125,0.9901898503303528
43,100.24641418457031,75.91809844970703,0.9668050408363342,104.604736328125,91.07213592529297,0.9815890789031982,111.0845947265625,74.74394226074219,0.9838570356369019,212.90283203125,105.82368469238281,0.9868760108947754
44,102.83043670654297,70.22283935546875,0.9687901735305786,108.80318450927734,89.28617858886719,0.9781652688980103,112.9253921508789,72.16024780273438,0.9901871681213379,213.57066345214844,103.04081726074219,0.9931575059890747
45,105.01803588867188,68.74491882324219,0.9652856588363647,106.07276916503906,83.68108367919922,0.9727498888969421,113.49307250976562,68.75727081298828,0.9897539615631104,213.72752380371094,100.80781555175781,0.9932098388671875
46,109.0163345336914,66.92591094970703,0.9543019533157349,108.05199432373047,80.29640197753906,0.9697743654251099,117.08262634277344,67.05812072753906,0.9930424690246582,213.83364868164062,99.13611602783203,0.9923292994499207
47,108.28627014160156,64.17477416992188,0.9630515575408936,110.39134216308594,80.35169219970703,0.9751620292663574,120.23838806152344,65.342529296875,0.9938133358955383,214.17007446289062,100.35906982421875,0.9921313524246216
48,110.8277587890625,64.02735137939453,0.9714623689651489,112.76029205322266,80.19722747802734,0.980127215385437,122.03937530517578,63.517024993896484,0.9899175763130188,214.43972778320312,102.5273666381836,0.9929385185241699
49,112.93670654296875,63.073638916015625,0.9722093939781189,114.8823013305664,79.74028778076172,0.9815278053283691,123.75875854492188,62.45744705200195,0.9797056317329407,215.36061096191406,105.78007507324219,0.9914003610610962
50,115.45704650878906,60.88323974609375,0.9658791422843933,117.79906463623047,78.6583480834961,0.9748433232307434,124.57542419433594,59.708316802978516,0.9627812504768372,216.75743103027344,107.2132797241211,0.9879380464553833
51,117.39019012451172,59.34638214111328,0.9604606628417969,120.07134246826172,77.8882064819336,0.9643345475196838,126.63411712646484,60.4339599609375,0.9789267778396606,219.92916870117188,110.58462524414062,0.9813423156738281
52,119.36888885498047,60.05045700073242,0.9432897567749023,124.18803405761719,75.13687896728516,0.9605094194412231,132.0630340576172,59.75727462768555,0.9829431772232056,218.04763793945312,112.03252410888672,0.9865807294845581
53,122.89466094970703,57.38803482055664,0.9365479350090027,121.8924331665039,74.08524322509766,0.9717261791229248,134.00387573242188,60.06818771362305,0.986638069152832,219.76513671875,115.61077880859375,0.9948796033859253
54,123.22232818603516,58.3582763671875,0.9511851668357849,125.01956176757812,74.09121704101562,0.9775186777114868,136.61892700195312,61.31303787231445,0.985939085483551,222.42625427246094,119.96519470214844,0.9963341951370239
55,129.14610290527344,60.240264892578125,0.9577958583831787,128.095703125,77.0125503540039,0.9649245738983154,139.20765686035156,59.10734558105469,0.9798223376274109,224.92494201660156,122.30906677246094,0.9949202537536621
56,134.33074951171875,60.25203323364258,0.9552550315856934,137.41461181640625,79.57941436767578,0.9459890127182007,145.5662384033203,61.83677291870117,0.9884399175643921,226.93215942382812,124.30065155029297,0.9877576231956482
57,144.1026153564453,59.09976577758789,0.9457658529281616,137.1416473388672,74.03744506835938,0.9420837163925171,152.53675842285156,61.45072555541992,0.9834151268005371,229.75791931152344,125.6376953125,0.9856583476066589
58,151.939697265625,59.24925994873047,0.9344272613525391,146.0467987060547,74.9427490234375,0.9555615186691284,163.37277221679688,62.14372253417969,0.9903614521026611,234.2935333251953,127.36778259277344,0.9771162271499634
59,160.0524139404297,57.66771697998047,0.9661658406257629,157.92201232910156,71.71190643310547,0.9381719827651978,166.94322204589844,59.06056594848633,0.9777795076370239,234.50384521484375,127.22792053222656,0.9718756675720215
60,166.2045135498047,55.00861740112305,0.9569953083992004,164.2822265625,69.15420532226562,0.9527533054351807,177.2731475830078,58.857112884521484,0.9880555272102356,237.63153076171875,128.59034729003906,0.9910345077514648
61,174.37179565429688,53.54018783569336,0.9706119298934937,171.81976318359375,68.32953643798828,0.9572839736938477,183.05921936035156,58.842044830322266,0.98753422498703,240.16925048828125,129.96266174316406,0.9926563501358032
62,180.99472045898438,53.43903732299805,0.967881441116333,173.1976776123047,63.443756103515625,0.9302815198898315,192.21783447265625,57.62583541870117,0.9741755723953247,243.43377685546875,130.32366943359375,0.991838812828064
63,183.6302490234375,54.30368423461914,0.9542018175125122,181.4735107421875,65.65837097167969,0.9501996636390686,194.0444793701172,58.46278762817383,0.9811604619026184,248.9602508544922,129.68368530273438,0.98591548204422
64,192.8302764892578,52.078407287597656,0.9646207690238953,187.66567993164062,64.43964385986328,0.9410030841827393,199.35446166992188,56.70102310180664,0.9835817813873291,250.9605255126953,129.9203643798828,0.978443443775177
65,193.6448516845703,52.1978759765625,0.9690040349960327,190.6044921875,65.12005615234375,0.937139630317688,201.16531372070312,57.06896209716797,0.974352240562439,252.70687866210938,131.81521606445312,0.990336537361145
66,200.90330505371094,50.76261901855469,0.9434502124786377,191.0171356201172,59.64409255981445,0.9245989322662354,210.5102996826172,54.65547180175781,0.9783400297164917,256.7684326171875,132.07347106933594,0.9940758943557739
67,203.3316192626953,50.86343002319336,0.9357761144638062,197.1507110595703,63.79817581176758,0.9370746612548828,212.68309020996094,54.7354736328125,0.986487627029419,260.505126953125,131.3962860107422,0.9934487342834473
68,208.59194946289062,49.068389892578125,0.9264593124389648,199.12464904785156,64.00092315673828,0.9487936496734619,214.2877960205078,54.882835388183594,0.9869892001152039,264.8292236328125,131.4953155517578,0.990118145942688
69,208.92434692382812,50.1318473815918,0.9582784175872803,201.7908935546875,65.27532196044922,0.9545977711677551,215.05320739746094,56.5745849609375,0.9878349304199219,267.9018859863281,131.0195770263672,0.9830774664878845
70,209.29537963867188,51.79438400268555,0.9692045450210571,204.68051147460938,66.17019653320312,0.9566497802734375,216.77586364746094,57.78081130981445,0.9824271202087402,268.3570251464844,131.4544219970703,0.9908417463302612
71,210.81173706054688,52.92300796508789,0.9643937349319458,207.46649169921875,65.2663803100586,0.9206653833389282,217.89239501953125,57.08034896850586,0.9646685719490051,271.6802978515625,130.9716033935547,0.9934533834457397
72,216.2255096435547,51.818275451660156,0.95008385181427,206.4635467529297,60.845943450927734,0.9262751340866089,224.6196746826172,54.2071647644043,0.9571254849433899,274.4143981933594,130.89553833007812,0.9938567876815796
73,217.9621124267578,51.7763557434082,0.942413330078125,210.4559326171875,60.695438385009766,0.9182173609733582,226.3385009765625,54.082313537597656,0.971579909324646,278.0096740722656,130.8770294189453,0.9907517433166504
74,221.9167022705078,51.72998046875,0.9265298843383789,217.65927124023438,63.393348693847656,0.9217760562896729,228.8778839111328,55.40654373168945,0.9788917303085327,282.1790466308594,130.5116424560547,0.9867671728134155
75,227.9298095703125,52.61076354980469,0.9549112915992737,222.35189819335938,63.96297836303711,0.9089328050613403,233.51715087890625,56.0191535949707,0.9648212194442749,283.75299072265625,130.4744415283203,0.9811822175979614
76,235.70213317871094,51.904808044433594,0.9055589437484741,223.28564453125,58.813297271728516,0.8776984214782715,242.98060607910156,54.03816223144531,0.9538630247116089,284.9028015136719,131.4607391357422,0.9899063110351562
77,244.3402099609375,49.90168380737305,0.8683106899261475,233.922119140625,60.965187072753906,0.8041829466819763,246.85638427734375,54.21639633178711,0.9259633421897888,287.5048522949219,132.00283813476562,0.9918879270553589
78,250.8464813232422,50.324363708496094,0.8703835010528564,232.22552490234375,56.3709716796875,0.7892402410507202,251.96600341796875,53.392356872558594,0.8748139142990112,289.9032897949219,133.48497009277344,0.9923919439315796
79,258.32366943359375,50.31440734863281,0.846949577331543,240.26683044433594,56.84410095214844,0.7411022782325745,258.82843017578125,55.53108215332031,0.9025845527648926,291.6337585449219,135.44081115722656,0.9888262748718262
80,264.65216064453125,52.13154220581055,0.8701794743537903,244.56837463378906,57.25124740600586,0.6500744223594666,264.7595520019531,54.75762939453125,0.9080193042755127,293.32476806640625,139.45101928710938,0.9739854335784912
81,269.7376403808594,51.25458526611328,0.7632279992103577,249.9547882080078,55.38009262084961,0.6814911365509033,268.4622497558594,54.4807243347168,0.7499238848686218,297.1647033691406,140.74264526367188,0.9383499622344971
82,276.4899597167969,51.994083404541016,0.7655165791511536,258.3097229003906,54.16769027709961,0.482757568359375,275.736572265625,55.40216827392578,0.7402691841125488,298.5648193359375,139.81887817382812,0.9087690114974976
83,285.124755859375,52.25784683227539,0.7166170477867126,267.260986328125,54.77263641357422,0.5379101037979126,284.1214294433594,53.60792541503906,0.6736741662025452,300.8511047363281,140.2006378173828,0.9003200531005859
84,295.5409851074219,51.65891647338867,0.7672394514083862,272.8625183105469,53.19898223876953,0.5147733688354492,291.9441833496094,54.693233489990234,0.7042078971862793,303.0299377441406,142.629150390625,0.9176369905471802
85,301.7265930175781,53.10054397583008,0.701737105846405,283.7222595214844,53.09333038330078,0.40985652804374695,294.482177734375,53.965179443359375,0.6507015824317932,304.6279296875,144.1457977294922,0.9406758546829224
86,309.64044189453125,52.52496337890625,0.6353681087493896,286.0523376464844,53.06928253173828,0.4262329339981079,305.03118896484375,56.39856719970703,0.5014466643333435,307.3709716796875,143.09091186523438,0.9355329275131226
87,313.9230041503906,53.11552810668945,0.6377981901168823,300.74981689453125,56.49040222167969,0.2566225230693817,310.0459899902344,57.64088439941406,0.554752767086029,309.1468811035156,144.3369903564453,0.9056288003921509
88,316.093505859375,53.5633430480957,0.46476152539253235,302.4055480957031,58.736968994140625,0.2728327512741089,312.2184143066406,60.71033477783203,0.5548256039619446,311.2724609375,143.65042114257812,0.9143129587173462
89,327.4742431640625,54.34553527832031,0.474026083946228,322.49560546875,61.23173904418945,0.1998102366924286,323.1764831542969,62.186058044433594,0.388906329870224,312.6615905761719,142.83187866210938,0.9249148368835449
90,331.1980895996094,54.07218933105469,0.46355876326560974,322.8933410644531,60.90481185913086,0.22776037454605103,325.9751281738281,61.923072814941406,0.49044135212898254,312.1744384765625,142.075439453125,0.9227997064590454
91,344.38848876953125,60.27501678466797,0.2653883695602417,341.93341064453125,68.78791809082031,0.17850646376609802,338.02239990234375,64.42594146728516,0.38946613669395447,312.6746520996094,142.1884002685547,0.9110389947891235
92,343.7038879394531,56.76023864746094,0.2503291964530945,339.7827453613281,62.59198760986328,0.19544413685798645,339.7966003417969,64.17286682128906,0.31275641918182373,313.87872314453125,142.89474487304688,0.8907504081726074
93,356.46112060546875,61.16695022583008,0.15708667039871216,314.8949890136719,145.0220947265625,0.15031152963638306,344.66015625,64.39937591552734,0.1814589500427246,353.06494140625,63.933692932128906,0.8814100027084351
94,359.592529296875,62.10249328613281,0.19865348935127258,137.5504913330078,477.6269226074219,0.14032122492790222,358.46783447265625,63.57111358642578,0.1728169322013855,316.3780212402344,144.44329833984375,0.9144681096076965
95,373.0636901855469,65.52989196777344,0.1581428050994873,137.56488037109375,477.6209716796875,0.13838854432106018,359.4488830566406,63.84962463378906,0.18294575810432434,317.87353515625,142.4632568359375,0.9317372441291809
96,376.0235900878906,61.50547409057617,0.15795961022377014,317.26409912109375,135.31871032714844,0.1494508683681488,137.81112670898438,475.760009765625,0.15816384553909302,372.21099853515625,64.76019287109375,0.9490734338760376
97,375.5966796875,62.47472381591797,0.15679112076759338,322.6142883300781,138.65902709960938,0.1813271939754486,137.7861328125,475.75396728515625,0.15507608652114868,378.9433288574219,64.9180679321289,0.9458163976669312
98,131.73800659179688,475.69183349609375,0.13468265533447266,323.406494140625,135.57888793945312,0.2879672944545746,137.76910400390625,475.71673583984375,0.15722447633743286,386.58526611328125,67.03196716308594,0.9713778495788574
99,319.6246643066406,138.863525390625,0.15693780779838562,323.8733215332031,132.74290466308594,0.36818379163742065,137.76498413085938,475.7308349609375,0.15498486161231995,391.59234619140625,66.87356567382812,0.9715644121170044
100,323.41632080078125,134.3126678466797,0.2217789888381958,325.85198974609375,127.85211944580078,0.3755241334438324,306.2228698730469,115.3268814086914,0.1609429121017456,399.83349609375,69.90264129638672,0.9720075130462646
101,323.4371643066406,131.19540405273438,0.307576060295105,327.1673889160156,123.2752685546875,0.6154860258102417,309.4508361816406,106.86752319335938,0.1854313313961029,405.3133544921875,68.58993530273438,0.9848501682281494
102,324.2383117675781,128.0753631591797,0.39568042755126953,329.3743896484375,119.54949951171875,0.7445261478424072,314.68548583984375,117.57003784179688,0.23675009608268738,410.6356201171875,68.58326721191406,0.9731689691543579
103,324.0721740722656,123.27864837646484,0.44409865140914917,331.3724365234375,118.31275177001953,0.8128073811531067,318.272216796875,114.8933334350586,0.34344395995140076,418.4039611816406,69.54046630859375,0.9843178987503052
104,327.5699157714844,119.31968688964844,0.5837603211402893,332.4019775390625,120.97032928466797,0.7868165373802185,321.9072265625,108.89546966552734,0.5170252919197083,423.4459533691406,68.04693603515625,0.9850896000862122
105,331.1707458496094,120.8572006225586,0.5962424874305725,336.6173400878906,119.61309814453125,0.9227547645568848,327.37457275390625,104.4908676147461,0.4688025712966919,428.3446960449219,68.89912414550781,0.9750620722770691
106,332.0137939453125,120.86485290527344,0.6716710925102234,340.7392578125,118.35353088378906,0.9516301155090332,333.2906799316406,105.05823516845703,0.5538359880447388,433.2898864746094,72.2467269897461,0.9650294780731201
107,339.0071105957031,118.08613586425781,0.7403674721717834,345.1448974609375,117.82140350341797,0.8694397211074829,336.3817443847656,106.63126373291016,0.6885930895805359,436.87579345703125,73.08651733398438,0.9675047397613525
108,344.9412536621094,118.86026000976562,0.8149504661560059,348.4640808105469,117.94095611572266,0.8543118238449097,341.1454162597656,106.85580444335938,0.7813379764556885,439.0921325683594,76.8448257446289,0.9606797099113464
109,346.83258056640625,119.12853240966797,0.7907828092575073,356.23150634765625,117.88270568847656,0.9264533519744873,344.81939697265625,106.43675994873047,0.7566756010055542,444.9587707519531,78.70612335205078,0.9677721261978149
110,349.80828857421875,116.79092407226562,0.733810544013977,360.3013916015625,116.69506072998047,0.9177506566047668,350.7748718261719,106.02848815917969,0.6791483759880066,450.55780029296875,81.54017639160156,0.9869037866592407
111,357.7290954589844,117.00016784667969,0.8339980840682983,361.3227233886719,117.74545288085938,0.8706300854682922,355.37451171875,105.47471618652344,0.8180917501449585,456.716796875,81.08505249023438,0.9790478944778442
112,361.0452575683594,119.12676239013672,0.8577053546905518,368.1124572753906,118.1805419921875,0.8857861161231995,360.21893310546875,104.57438659667969,0.7811330556869507,462.70562744140625,83.47142791748047,0.9777058362960815
113,367.3509826660156,117.85612487792969,0.7132883667945862,368.79046630859375,117.85040283203125,0.9288330674171448,366.2848815917969,106.60379791259766,0.6646173000335693,469.2384033203125,85.0869369506836,0.9836031794548035
114,372.9473571777344,120.19205474853516,0.7753651142120361,375.12115478515625,121.04398345947266,0.8868905305862427,369.0401611328125,107.52985382080078,0.7981088161468506,479.439453125,84.67947387695312,0.9590385556221008
115,376.73358154296875,121.15660095214844,0.8037639856338501,379.53765869140625,121.27774047851562,0.8472213745117188,374.45263671875,106.6568603515625,0.7439193725585938,484.4518737792969,86.34605407714844,0.9765679836273193
116,382.9409484863281,121.11582946777344,0.6559699773788452,383.99090576171875,120.8822021484375,0.9502866268157959,380.3229675292969,111.26753997802734,0.6171897053718567,491.564208984375,84.43122100830078,0.975732147693634
117,388.2101135253906,119.7375717163086,0.7667602300643921,390.1555480957031,121.71324157714844,0.9109290838241577,385.88885498046875,105.30633544921875,0.7561782598495483,497.51654052734375,85.0852279663086,0.9723907113075256
118,393.3305358886719,119.61634063720703,0.8613868951797485,394.4720764160156,120.4977035522461,0.8604405522346497,392.3434753417969,105.58642578125,0.6959190368652344,505.4216613769531,83.88038635253906,0.9649577736854553
119,399.7772521972656,116.11267852783203,0.6841299533843994,402.03594970703125,116.52072143554688,0.9437791109085083,402.42138671875,83.30734252929688,0.7597624063491821,511.1174621582031,80.99307250976562,0.9676860570907593
120,405.3686218261719,115.85440826416016,0.887870192527771,410.2148742675781,114.86270904541016,0.9127799272537231,406.7475891113281,98.84754180908203,0.8066076636314392,515.750244140625,80.39977264404297,0.9803228974342346
121,409.4563903808594,115.83663177490234,0.805030107498169,415.4989013671875,116.89833068847656,0.9085516333580017,413.0015563964844,99.19707489013672,0.7509884834289551,520.42724609375,79.65142822265625,0.9685181975364685
122,413.6930236816406,113.32376861572266,0.6746998429298401,419.6863098144531,115.37902069091797,0.9473954439163208,413.91015625,91.10750579833984,0.837468147277832,525.78564453125,77.98880004882812,0.950337290763855
123,418.2262878417969,112.91200256347656,0.8182210922241211,423.7589416503906,113.71266174316406,0.9359513521194458,419.1844787597656,95.5738525390625,0.8344016075134277,530.2052612304688,78.12853240966797,0.9473967552185059
124,422.4380798339844,113.45787048339844,0.8735156059265137,427.26007080078125,115.46481323242188,0.9195033311843872,426.1511535644531,97.19373321533203,0.791120171546936,533.9530029296875,77.9376449584961,0.9607685804367065
125,425.17694091796875,111.90267944335938,0.7012028694152832,433.3577880859375,116.18453216552734,0.9279662370681763,429.9039306640625,89.33589935302734,0.8111340999603271,539.298583984375,77.16436767578125,0.9426612854003906
126,430.383544921875,99.90153503417969,0.6887317895889282,432.7438049316406,112.44916534423828,0.9583606719970703,433.6624755859375,88.12965393066406,0.9146875739097595,544.5968017578125,77.83753204345703,0.959631085395813
127,435.46148681640625,100.60842895507812,0.8064695000648499,439.1566467285156,110.97283172607422,0.9364187121391296,438.048828125,90.28113555908203,0.8506972789764404,550.2318725585938,81.13790893554688,0.9820238351821899
128,440.09063720703125,99.71049499511719,0.837106466293335,443.00469970703125,112.0904769897461,0.9484055042266846,445.45654296875,88.9252700805664,0.8791602849960327,555.8225708007812,82.56436157226562,0.9693823456764221
129,446.5284118652344,97.43478393554688,0.6828959584236145,449.63372802734375,109.73533630371094,0.9631966352462769,451.9502868652344,87.35636901855469,0.9484484791755676,561.3035278320312,83.94940185546875,0.9705691337585449
130,453.414794921875,100.93601989746094,0.8679749965667725,457.9673767089844,110.13513946533203,0.9267483949661255,457.81695556640625,94.16284942626953,0.7951406836509705,565.5054931640625,85.35969543457031,0.9809887409210205
